product_id,name,brand,size_text,stores_sample,current_food_group,current_sub_code,food_group_corrected,new_sub_code,confidence,final_food_group,final_sub_code,final_confidence,change_reason
419395,Mikrofiiberlapp Spontex 4 Tk,,,,,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
419396,Mikropluusist Lapid Vileda Colors 4 Tk,,,,,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
419397,Niisk Tualettpaberid Bella No 1 60 Tk,,,,,,household,hh_paper,high,household,hh_paper,high,
419398,Niisk Tualettpaberid Zewa Kids 42 Tk,,,,,,household,hh_paper,high,household,hh_paper,high,
419399,Niisked Majapidamislapid Home Expert 3 Tk,,,,,,household,hh_other,high,household,hh_other,high,
419400,Niiskust Imavad Lapid Home Expert 3 Tk,,,,,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
419401,Noudepesukasn Home Expert 5 Tk 66534,,,,,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
419402,Noudepesukasnad Spontex 30 Tk,,,,,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
419403,Porandahari Varrega Turbocleaning Vileda,,,,,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
419404,Porandalapp Vileda 907 Ultra Max,,,,,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
419405,Porandalapp Vileda Microfiiber 48 5 X 60 Cm,,,,,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
419406,Porandamopp Promist Vileda,,,,,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
419407,Porandamopp Wring Clean Turbo Vileda,,,,,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
419408,Porandapesumopp Vileda 1 2 Spray Max,,,,,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
419409,Puhastuslapid Rullis Home Expert 50 Tk,,,,,,household,hh_cleaners,high,household,hh_cleaners,high,
419410,Salvratikud Zewa Soft Sens Box 4 Kih 80 Tk,,,,,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
419411,Svammlapp Spontex 5 Tk,,,,,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
419412,Svammlapp Spontex Antibakteriaalne 3 Tk,,,,,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
419413,Taskuratikud Zewa Softis 4 Kih 10 X 9 Tk,,,,,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
419414,Taskuratikud Zewa Softis 4 Kih 6 X 9 Tk,,,,,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
419415,Taskuratikud Zewa Softissens 4 Kih 10 X 9 Tk,,,,,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
419416,Uldotstarbelised Lapid Spontex 10 Tk,,,,,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
419417,Univers Svammlapp Spontex Fastwipes 3 Tk,,,,,,other,dry_other,fallback,baby,baby_wipes,high,proposed_group_invalid;override_with_name_rules
419418,Universaalne Lapp Home Expert 3 Tk,,,,,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
419419,Vaakumpump Spontex,,,,,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
419420,Wc Paber Grite Blossom 3 Kih 40 Rl,,,,,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
419421,Wc Paber Grite Blossom 3 Kih 8 Rl,,,,,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
419422,Wc Paber Grite Ecological 3 Kih 8 Rl,,,,,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
419423,Wc Paber Grite Orch White 16 Rl 3 Kih,,,,,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
419424,Wc Paber Zewa Excl Ultra Soft 4 Kih 8 Rl,,,,,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
419425,Wc Paber Zewa Just 1 5 Kih 6 Rl,,,,,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
419426,Aknapuhastaja Home Expert 63852,,,,,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
419427,Amber Home Expert 20 L,,,,,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
419428,Biolagunev Prugikott 10 L 20 Tk,,,,,,other,dry_other,fallback,household,hh_other,low_oos,proposed_group_invalid;override_with_name_rules
419429,Biolagunev Prugikott Biobag 20 L 15 Tk,,,,,,other,dry_other,fallback,household,hh_other,low_oos,proposed_group_invalid;override_with_name_rules
419430,Biolagunev Prugikott Biobag 8 L 25 Tk,,,,,,other,dry_other,fallback,household,hh_other,low_oos,proposed_group_invalid;override_with_name_rules
419431,Biolagunevad Prugikotid Mclean 140 L 10 Tk,,,,,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
419432,Biolagunevad Prugikotid Mclean 30 L 10 Tk,,,,,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
419433,Biolagunevad Prugikotid Mclean 5 L 20 Tk,,,,,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
419434,Biolagunevad Prugikotid Mclean 75 L 10 Tk,,,,,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
419435,Harja Ja Kuhvli Komplekt Home Expert,,,,,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
419436,Harjavars Vileda,,,,,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
419437,Jaatmete Sort Kast Home Expert 10 L,,,,,,sauces_oils,sauces_other,heuristic,sauces_oils,sauces_other,heuristic,
419438,Kasnad Vileda Ultra Fresh 2 Tk,,,,,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
419439,Klaasipuhastus Lapp Home Expert 2 Tk,,,,,,household,hh_cleaners,high,household,hh_cleaners,high,
419440,Klaasipuhastuskaabits Leifheit Cabino,,,,,,household,hh_cleaners,high,household,hh_cleaners,high,
419441,Kosm Salvratikud Grite Blossom 2 Kih 80 Tk,,,,,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
419442,Kosm Salvratikud Grite Orchid 3 Kih 100 Tk,,,,,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
419443,Krob Noudesvamm Pur Active Vileda 2 Tk,,,,,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
419444,Kuhvel Harjaga Vileda,,,,,,other,dry_other,fallback,dry_preserves,dry_other,medium,proposed_group_invalid;align_group_to_sub_parent
